3	0	0
2	1	71
2	-1	0
2	1	71
2	1	0
1	-1	0
1	-1	0
1	-1	0
1	1	71
1	1	71
1	1	71
1	1	0
1	-1	0
2	-1	0
2	1	0
2	-1	82
2	-1	0
3	0	0
1	1	71
1	1	71
1	-1	0
1	-1	0
2	-1	0
2	1	0
2	1	82
2	1	71
2	1	71
2	1	82
2	-1	0
2	-1	82
1	-1	82
1	-1	82
1	1	0
1	-1	82
3	0	0
2	1	0
2	1	71
2	-1	82
2	1	0
1	1	71
1	1	71
1	1	71
1	-1	82
1	-1	82
1	-1	0
1	-1	0
1	1	71
2	-1	82
2	-1	0
2	-1	82
2	1	71
3	0	0
